id,category,question_hebrew,answer_hebrew,acupoint_codes,description_hebrew,pharmacopeia_hebrew,source_file,created_at,updated_at,search_vector,search_keywords,search_updated_at
1887,retreat_recommendations,ריטריט היפו תירואיד כרוני - צמחים?,"תירואיד איטי - ריטריט שמש: ST9, REN22.","[""ST9"",""REN22""]",ST9: תירואיד | REN22: בלוטה,גואו צ'י ייאנג גווין,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':13 'ren22':11 'retreat':12 'st9':10 'איטי':7 'היפו':2 'כרוני':4 'צמחים':5 'ריטריט':1,8 'שמש':9 'תירואיד':3,6","[""איטי"",""ריטריט שמש"",""תירואיד"",""יד"",""שמש"",""ריטריט"",""כרוני"",""תירואיד כרוני"",""כרוני צמחים"",""ריטריט היפו"",""היפו תירואיד"",""צמחים"",""היפו""]",2026-01-30 10:31:31.587105+00
1888,retreat_recommendations,PMS קשה - למה ריטריט?,"PMS חודשי - ריטריט נשים: SP6, LV8, REN6.","[""SP6"",""LV8"",""REN6""]",SP6: מחזור | LV8: יין | REN6: מחמם,ונג ג'ינג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv8':10 'pms':1,5 'recommendations':13 'ren6':11 'retreat':12 'sp6':9 'חודשי':6 'למה':3 'נשים':8 'קשה':2 'ריטריט':4,7","[""חודשי"",""ריטריט נשים"",""קשה למה"",""קשה"",""ריטריט"",""למה"",""נשים"",""למה ריטריט"",""חודשי ריטריט""]",2026-01-30 10:31:31.587105+00
1889,retreat_recommendations,PMS קשה - נקודות לפני ריטריט?,"PMS חודשי - ריטריט נשים: SP6, LV8, REN6.","[""SP6"",""LV8"",""REN6""]",SP6: מחזור | LV8: יין | REN6: מחמם,ונג ג'ינג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv8':11 'pms':1,6 'recommendations':14 'ren6':12 'retreat':13 'sp6':10 'חודשי':7 'לפני':4 'נקודות':3 'נשים':9 'קשה':2 'ריטריט':5,8","[""חודשי"",""ריטריט נשים"",""לפני"",""קשה"",""חודשי ריטריט"",""ריטריט"",""לפני ריטריט"",""נקודות"",""נשים"",""נקודות לפני"",""קשה נקודות""]",2026-01-30 10:31:31.587105+00
1890,retreat_recommendations,מתי ממליצים ריטריט ל-PMS קשה?,"PMS חודשי - ריטריט נשים: SP6, LV8, REN6.","[""SP6"",""LV8"",""REN6""]",SP6: מחזור | LV8: יין | REN6: מחמם,ונג ג'ינג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv8':13 'pms':6,8 'recommendations':16 'ren6':14 'retreat':15 'sp6':12 'חודשי':9 'ל':5 'ל-pms':4 'ממליצים':2 'מתי':1 'נשים':11 'קשה':7 'ריטריט':3,10","[""ממליצים ריטריט"",""חודשי"",""ריטריט נשים"",""קשה"",""ממליצים"",""ריטריט ל"",""מתי"",""מתי ממליצים"",""ריטריט"",""נשים"",""חודשי ריטריט"",""ל קשה""]",2026-01-30 10:31:31.587105+00
1891,retreat_recommendations,PMS קשה - תמיכת ריטריט?,"PMS חודשי - ריטריט נשים: SP6, LV8, REN6.","[""SP6"",""LV8"",""REN6""]",SP6: מחזור | LV8: יין | REN6: מחמם,ונג ג'ינג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv8':10 'pms':1,5 'recommendations':13 'ren6':11 'retreat':12 'sp6':9 'חודשי':6 'נשים':8 'קשה':2 'ריטריט':4,7 'תמיכת':3","[""חודשי"",""ריטריט נשים"",""קשה תמיכת"",""קשה"",""תמיכת"",""תמיכת ריטריט"",""ריטריט"",""נשים"",""חודשי ריטריט""]",2026-01-30 10:31:31.587105+00
1892,retreat_recommendations,ריטריט PMS קשה - צמחים?,"PMS חודשי - ריטריט נשים: SP6, LV8, REN6.","[""SP6"",""LV8"",""REN6""]",SP6: מחזור | LV8: יין | REN6: מחמם,ונג ג'ינג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv8':10 'pms':2,5 'recommendations':13 'ren6':11 'retreat':12 'sp6':9 'חודשי':6 'נשים':8 'צמחים':4 'קשה':3 'ריטריט':1,7","[""חודשי"",""ריטריט נשים"",""ריטריט קשה"",""חודשי ריטריט"",""קשה"",""קשה צמחים"",""ריטריט"",""נשים"",""צמחים""]",2026-01-30 10:31:31.587105+00
1893,retreat_recommendations,קרוהנים - למה ריטריט?,"קרוהן (מעיים) - ריטריט ניקוי: ST25, SP9.","[""ST25"",""SP9""]",ST25: מעיים | SP9: לחות,מא זי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':11 'retreat':10 'sp9':9 'st25':8 'למה':2 'מעיים':5 'ניקוי':7 'קרוהן':4 'קרוהנים':1 'ריטריט':3,6","[""קרוהן מעיים"",""קרוהנים למה"",""למה ריטריט"",""קרוהן"",""ריטריט"",""קרוהנים"",""מעיים"",""ניקוי"",""למה""]",2026-01-30 10:31:31.587105+00
1894,retreat_recommendations,קרוהנים - נקודות לפני ריטריט?,"קרוהן (מעיים) - ריטריט ניקוי: ST25, SP9.","[""ST25"",""SP9""]",ST25: מעיים | SP9: לחות,מא זי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':12 'retreat':11 'sp9':10 'st25':9 'לפני':3 'מעיים':6 'ניקוי':8 'נקודות':2 'קרוהן':5 'קרוהנים':1 'ריטריט':4,7","[""קרוהן מעיים"",""לפני"",""קרוהן"",""ריטריט"",""לפני ריטריט"",""קרוהנים נקודות"",""מעיים"",""קרוהנים"",""נקודות"",""ניקוי"",""נקודות לפני""]",2026-01-30 10:31:31.587105+00
1895,retreat_recommendations,מתי ממליצים ריטריט ל-קרוהנים?,"קרוהן (מעיים) - ריטריט ניקוי: ST25, SP9.","[""ST25"",""SP9""]",ST25: מעיים | SP9: לחות,מא זי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':14 'retreat':13 'sp9':12 'st25':11 'ל':5 'ל-קרוהנים':4 'ממליצים':2 'מעיים':8 'מתי':1 'ניקוי':10 'קרוהן':7 'קרוהנים':6 'ריטריט':3,9","[""ממליצים ריטריט"",""קרוהן מעיים"",""ל קרוהנים"",""ממליצים"",""ריטריט ל"",""מתי"",""מתי ממליצים"",""ריטריט"",""קרוהן"",""קרוהנים"",""מעיים"",""ניקוי""]",2026-01-30 10:31:31.587105+00
1896,retreat_recommendations,קרוהנים - תמיכת ריטריט?,"קרוהן (מעיים) - ריטריט ניקוי: ST25, SP9.","[""ST25"",""SP9""]",ST25: מעיים | SP9: לחות,מא זי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':11 'retreat':10 'sp9':9 'st25':8 'מעיים':5 'ניקוי':7 'קרוהן':4 'קרוהנים':1 'ריטריט':3,6 'תמיכת':2","[""קרוהן מעיים"",""תמיכת"",""קרוהן"",""תמיכת ריטריט"",""ריטריט"",""קרוהנים"",""קרוהנים תמיכת"",""מעיים"",""ניקוי""]",2026-01-30 10:31:31.587105+00
1897,retreat_recommendations,ריטריט קרוהנים - צמחים?,"קרוהן (מעיים) - ריטריט ניקוי: ST25, SP9.","[""ST25"",""SP9""]",ST25: מעיים | SP9: לחות,מא זי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':11 'retreat':10 'sp9':9 'st25':8 'מעיים':5 'ניקוי':7 'צמחים':3 'קרוהן':4 'קרוהנים':2 'ריטריט':1,6","[""קרוהן מעיים"",""ריטריט קרוהנים"",""קרוהנים צמחים"",""קרוהן"",""ריטריט"",""קרוהנים"",""מעיים"",""ניקוי"",""צמחים""]",2026-01-30 10:31:31.587105+00
1948,antidepressant_weightloss_overuse,פרוזק SSRI - תופעות לוואי TCM?,"פרוזק יבש יין, חום לב, נדודי שינה - HT7, PC6, KI6.","[""HT7"",""PC6"",""KI6""]",HT7: שינה | PC6: לב | KI6: יין,סואן זאו רן - יין לב,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':16 'ht7':13 'ki6':15 'overuse':18 'pc6':14 'ssri':2 'tcm':5 'weightloss':17 'חום':9 'יבש':7 'יין':8 'לב':10 'לוואי':4 'נדודי':11 'פרוזק':1,6 'שינה':12 'תופעות':3","[""תופעות לוואי"",""לב"",""פרוזק יבש"",""חום לב"",""לב נדודי"",""תופעות"",""פרוזק תופעות"",""יין"",""פרוזק"",""לוואי""]",2026-01-30 10:31:31.587105+00
1949,antidepressant_weightloss_overuse,פרוזק SSRI - נקודות ניקוי?,"פרוזק יבש יין, חום לב, נדודי שינה - HT7, PC6, KI6.","[""HT7"",""PC6"",""KI6""]",HT7: שינה | PC6: לב | KI6: יין,סואן זאו רן - יין לב,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':15 'ht7':12 'ki6':14 'overuse':17 'pc6':13 'ssri':2 'weightloss':16 'חום':8 'יבש':6 'יין':7 'לב':9 'נדודי':10 'ניקוי':4 'נקודות':3 'פרוזק':1,5 'שינה':11","[""לב"",""פרוזק יבש"",""חום לב"",""לב נדודי"",""יין"",""פרוזק"",""נקודות ניקוי"",""פרוזק נקודות"",""נקודות"",""ניקוי""]",2026-01-30 10:31:31.587105+00
1950,antidepressant_weightloss_overuse,פרוזק SSRI - צמחים תומכים?,"פרוזק יבש יין, חום לב, נדודי שינה - HT7, PC6, KI6.","[""HT7"",""PC6"",""KI6""]",HT7: שינה | PC6: לב | KI6: יין,סואן זאו רן - יין לב,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':15 'ht7':12 'ki6':14 'overuse':17 'pc6':13 'ssri':2 'weightloss':16 'חום':8 'יבש':6 'יין':7 'לב':9 'נדודי':10 'פרוזק':1,5 'צמחים':3 'שינה':11 'תומכים':4","[""לב"",""פרוזק יבש"",""חום לב"",""לב נדודי"",""יין"",""פרוזק"",""פרוזק צמחים"",""תומכים"",""צמחים תומכים"",""צמחים""]",2026-01-30 10:31:31.587105+00
1951,antidepressant_weightloss_overuse,פרוזק SSRI - איך מאזנים?,"פרוזק יבש יין, חום לב, נדודי שינה - HT7, PC6, KI6.","[""HT7"",""PC6"",""KI6""]",HT7: שינה | PC6: לב | KI6: יין,סואן זאו רן - יין לב,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':15 'ht7':12 'ki6':14 'overuse':17 'pc6':13 'ssri':2 'weightloss':16 'איך':3 'חום':8 'יבש':6 'יין':7 'לב':9 'מאזנים':4 'נדודי':10 'פרוזק':1,5 'שינה':11","[""לב"",""איך מאזנים"",""מאזנים"",""איך"",""פרוזק יבש"",""חום לב"",""לב נדודי"",""יין"",""פרוזק"",""פרוזק איך""]",2026-01-30 10:31:31.587105+00
1952,antidepressant_weightloss_overuse,ירידה מ-פרוזק SSRI - תמיכה?,"פרוזק יבש יין, חום לב, נדודי שינה - HT7, PC6, KI6.","[""HT7"",""PC6"",""KI6""]",HT7: שינה | PC6: לב | KI6: יין,סואן זאו רן - יין לב,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':17 'ht7':14 'ki6':16 'overuse':19 'pc6':15 'ssri':5 'weightloss':18 'חום':10 'יבש':8 'יין':9 'ירידה':1 'לב':11 'מ':3 'מ-פרוזק':2 'נדודי':12 'פרוזק':4,7 'שינה':13 'תמיכה':6","[""לב"",""פרוזק יבש"",""פרוזק תמיכה"",""תמיכה"",""חום לב"",""יד"",""לב נדודי"",""ירידה"",""יין"",""ירידה מ"",""מ פרוזק"",""פרוזק""]",2026-01-30 10:31:31.587105+00
1953,antidepressant_weightloss_overuse,זולופט SSRI - תופעות לוואי TCM?,"זולופט חרדה/דופק - PC6, HT7, REN14.","[""PC6"",""HT7"",""REN14""]",PC6: דופק | HT7: שן | REN14: לב,גן מאי שיאו - חרדה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':12 'ht7':10 'overuse':14 'pc6':9 'ren14':11 'ssri':2 'tcm':5 'weightloss':13 'דופק':8 'זולופט':1,6 'חרדה':7 'לוואי':4 'תופעות':3","[""תופעות לוואי"",""חרדה דופק"",""תופעות"",""דופק"",""זולופט"",""לוואי"",""חרדה"",""זולופט חרדה"",""זולופט תופעות""]",2026-01-30 10:31:31.587105+00
1954,antidepressant_weightloss_overuse,זולופט SSRI - נקודות ניקוי?,"זולופט חרדה/דופק - PC6, HT7, REN14.","[""PC6"",""HT7"",""REN14""]",PC6: דופק | HT7: שן | REN14: לב,גן מאי שיאו - חרדה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':11 'ht7':9 'overuse':13 'pc6':8 'ren14':10 'ssri':2 'weightloss':12 'דופק':7 'זולופט':1,5 'חרדה':6 'ניקוי':4 'נקודות':3","[""חרדה דופק"",""דופק"",""נקודות ניקוי"",""זולופט"",""נקודות"",""ניקוי"",""חרדה"",""זולופט חרדה"",""זולופט נקודות""]",2026-01-30 10:31:31.587105+00
1955,antidepressant_weightloss_overuse,זולופט SSRI - צמחים תומכים?,"זולופט חרדה/דופק - PC6, HT7, REN14.","[""PC6"",""HT7"",""REN14""]",PC6: דופק | HT7: שן | REN14: לב,גן מאי שיאו - חרדה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':11 'ht7':9 'overuse':13 'pc6':8 'ren14':10 'ssri':2 'weightloss':12 'דופק':7 'זולופט':1,5 'חרדה':6 'צמחים':3 'תומכים':4","[""חרדה דופק"",""דופק"",""זולופט"",""זולופט חרדה"",""זולופט צמחים"",""חרדה"",""תומכים"",""צמחים תומכים"",""צמחים""]",2026-01-30 10:31:31.587105+00
1956,antidepressant_weightloss_overuse,זולופט SSRI - איך מאזנים?,"זולופט חרדה/דופק - PC6, HT7, REN14.","[""PC6"",""HT7"",""REN14""]",PC6: דופק | HT7: שן | REN14: לב,גן מאי שיאו - חרדה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':11 'ht7':9 'overuse':13 'pc6':8 'ren14':10 'ssri':2 'weightloss':12 'איך':3 'דופק':7 'זולופט':1,5 'חרדה':6 'מאזנים':4","[""חרדה דופק"",""זולופט איך"",""איך מאזנים"",""מאזנים"",""איך"",""דופק"",""זולופט"",""חרדה"",""זולופט חרדה""]",2026-01-30 10:31:31.587105+00
1957,antidepressant_weightloss_overuse,ירידה מ-זולופט SSRI - תמיכה?,"זולופט חרדה/דופק - PC6, HT7, REN14.","[""PC6"",""HT7"",""REN14""]",PC6: דופק | HT7: שן | REN14: לב,גן מאי שיאו - חרדה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':13 'ht7':11 'overuse':15 'pc6':10 'ren14':12 'ssri':5 'weightloss':14 'דופק':9 'זולופט':4,7 'חרדה':8 'ירידה':1 'מ':3 'מ-זולופט':2 'תמיכה':6","[""מ זולופט"",""חרדה דופק"",""תמיכה"",""יד"",""ירידה"",""דופק"",""ירידה מ"",""זולופט"",""זולופט תמיכה"",""חרדה"",""זולופט חרדה""]",2026-01-30 10:31:31.587105+00
1958,antidepressant_weightloss_overuse,אוזמפיק GLP1 - תופעות לוואי TCM?,"אוזמפיק ירידת משקל/קיבה חלשה - ST36, PC6, SP6.","[""ST36"",""PC6"",""SP6""]",ST36: קיבה | PC6: בחילות | SP6: טחול,פינג ווי סאן - קיבה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':14 'glp1':2 'overuse':16 'pc6':12 'sp6':13 'st36':11 'tcm':5 'weightloss':15 'אוזמפיק':1,6 'חלשה':10 'ירידת':7 'לוואי':4 'משקל':8 'קיבה':9 'תופעות':3","[""תופעות לוואי"",""אוזמפיק תופעות"",""אוזמפיק ירידת"",""משקל קיבה"",""יד"",""תופעות"",""חלשה"",""לוואי"",""אוזמפיק"",""ירידת""]",2026-01-30 10:31:31.587105+00
1959,antidepressant_weightloss_overuse,אוזמפיק GLP1 - נקודות ניקוי?,"אוזמפיק ירידת משקל/קיבה חלשה - ST36, PC6, SP6.","[""ST36"",""PC6"",""SP6""]",ST36: קיבה | PC6: בחילות | SP6: טחול,פינג ווי סאן - קיבה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':13 'glp1':2 'overuse':15 'pc6':11 'sp6':12 'st36':10 'weightloss':14 'אוזמפיק':1,5 'חלשה':9 'ירידת':6 'משקל':7 'ניקוי':4 'נקודות':3 'קיבה':8","[""אוזמפיק ירידת"",""משקל קיבה"",""יד"",""חלשה"",""נקודות ניקוי"",""נקודות"",""אוזמפיק"",""ניקוי"",""אוזמפיק נקודות"",""ירידת""]",2026-01-30 10:31:31.587105+00
1960,antidepressant_weightloss_overuse,אוזמפיק GLP1 - צמחים תומכים?,"אוזמפיק ירידת משקל/קיבה חלשה - ST36, PC6, SP6.","[""ST36"",""PC6"",""SP6""]",ST36: קיבה | PC6: בחילות | SP6: טחול,פינג ווי סאן - קיבה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':13 'glp1':2 'overuse':15 'pc6':11 'sp6':12 'st36':10 'weightloss':14 'אוזמפיק':1,5 'חלשה':9 'ירידת':6 'משקל':7 'צמחים':3 'קיבה':8 'תומכים':4","[""אוזמפיק ירידת"",""משקל קיבה"",""יד"",""חלשה"",""אוזמפיק"",""אוזמפיק צמחים"",""תומכים"",""צמחים תומכים"",""צמחים"",""ירידת""]",2026-01-30 10:31:31.587105+00
1961,antidepressant_weightloss_overuse,אוזמפיק GLP1 - איך מאזנים?,"אוזמפיק ירידת משקל/קיבה חלשה - ST36, PC6, SP6.","[""ST36"",""PC6"",""SP6""]",ST36: קיבה | PC6: בחילות | SP6: טחול,פינג ווי סאן - קיבה,antidepressant_weightloss_overuse_hebrew_100qa.csv,2026-01-23 11:50:00.363445+00,2026-01-30 10:31:31.587105+00,"'antidepressant':13 'glp1':2 'overuse':15 'pc6':11 'sp6':12 'st36':10 'weightloss':14 'אוזמפיק':1,5 'איך':3 'חלשה':9 'ירידת':6 'מאזנים':4 'משקל':7 'קיבה':8","[""אוזמפיק ירידת"",""אוזמפיק איך"",""מאזנים"",""איך"",""איך מאזנים"",""משקל קיבה"",""יד"",""חלשה"",""אוזמפיק"",""ירידת""]",2026-01-30 10:31:31.587105+00
